storageLink,entity,entity_type,mid,wikipedia_url,entity_mention,begin_offset,mention_sentiment_magnitude,mention_sentiment_score,mention_type,entity_salience,entity_sentiment_magnitude,entity_sentiment_score,WordNet Type Type,WordNet Type,entity_lemma,entity_lemma_lower,dbpedia_type,wikidata_type,all_dbpedia_types,all_wikidata_types,type_v1,type_v2,type_v3
8vdw-1aK6-o,feli,PERSON,none,none,feli,1373,0.0,0.0,COMMON,0.02442200854420662,0.0,0.0,OTHER,,feli,feli,OTHER,OTHER,,OTHER,PERSON,PERSON,PERSON
8vdw-1aK6-o,some,OTHER,none,none,some,285,0.0,0.0,COMMON,0.024213090538978577,0.0,0.0,OTHER,,some,some,OTHER,OTHER,,"Thing, Movie",OTHER,OTHER,OTHER
8vdw-1aK6-o,instrument,OTHER,none,none,drill,1085,0.20000000298023224,0.20000000298023224,COMMON,0.023569868877530098,0.6000000238418579,0.30000001192092896,OTHER,PERSON,instrument,instrument,OTHER,OTHER,,"Thing, Movie",OTHER,OTHER,OTHER
8vdw-1aK6-o,instrument,OTHER,none,none,instrument,1107,0.30000001192092896,0.30000001192092896,COMMON,0.023569868877530098,0.6000000238418579,0.30000001192092896,OTHER,PERSON,instrument,instrument,OTHER,OTHER,,"Thing, Movie",OTHER,OTHER,OTHER
8vdw-1aK6-o,feel,OTHER,none,none,feel,322,0.30000001192092896,0.30000001192092896,COMMON,0.02209089137613773,0.30000001192092896,0.30000001192092896,OTHER,,feel,feel,OTHER,ORGANIZATION,,"Corporation, Thing, Organization",OTHER,OTHER,OTHER
8vdw-1aK6-o,data,OTHER,none,none,data,265,0.0,0.0,COMMON,0.02209089137613773,0.0,0.0,OTHER,ORGANIZATION,datum,datum,OTHER,OTHER,,"MusicGroup, Thing",OTHER,OTHER,OTHER
8vdw-1aK6-o,systems,OTHER,none,none,systems,209,0.10000000149011612,0.10000000149011612,COMMON,0.019892949610948563,0.10000000149011612,0.10000000149011612,OTHER,ORGANIZATION,system,system,OTHER,OTHER,,Thing,OTHER,OTHER,OTHER
8vdw-1aK6-o,images,WORK_OF_ART,none,none,images,661,0.8000000119209291,0.8000000119209291,COMMON,0.01913837343454361,0.8000000119209291,0.8000000119209291,OTHER,"PERSON, ORGANIZATION",image,image,OTHER,OTHER,,"Thing, Movie",WORK_OF_ART,WORK_OF_ART,EVENT
8vdw-1aK6-o,images,WORK_OF_ART,none,none,images,752,0.4000000059604645,0.4000000059604645,COMMON,0.01841161772608757,0.4000000059604645,0.4000000059604645,OTHER,"PERSON, ORGANIZATION",image,image,OTHER,OTHER,,"Thing, Movie",WORK_OF_ART,WORK_OF_ART,EVENT
8vdw-1aK6-o,things,OTHER,none,none,things,615,0.0,0.0,COMMON,0.014971281401813032,0.0,0.0,OTHER,EVENT,thing,thing,OTHER,OTHER,,"Thing, CreativeWork, Movie",OTHER,OTHER,OTHER
8vdw-1aK6-o,one,OTHER,none,none,one,604,0.10000000149011612,0.10000000149011612,COMMON,0.014971281401813032,0.10000000149011612,0.10000000149011612,OTHER,,one,one,OTHER,PERSON,,"Thing, Person",OTHER,OTHER,OTHER
8vdw-1aK6-o,lot,OTHER,none,none,lot,451,0.0,0.0,COMMON,0.01486234925687313,0.0,0.0,OTHER,"LOCATION, ORGANIZATION, PERSON",lot,lot,OTHER,"LOCATION, PERSON",,"Thing, Place, AdministrativeArea, Person",OTHER,OTHER,OTHER
8vdw-1aK6-o,rumor,OTHER,none,none,rumor,801,0.5,-0.5,COMMON,0.014483568258583547,0.5,-0.5,OTHER,,rumor,rumor,OTHER,OTHER,,Thing,OTHER,OTHER,OTHER
8vdw-1aK6-o,faces,OTHER,none,none,faces,469,0.699999988079071,0.699999988079071,COMMON,0.013056932017207146,0.699999988079071,0.699999988079071,OTHER,"PERSON, LOCATION",face,face,OTHER,OTHER,,"MusicGroup, Thing",OTHER,OTHER,OTHER
8vdw-1aK6-o,place,LOCATION,none,none,place,486,0.30000001192092896,0.30000001192092896,COMMON,0.013056932017207146,0.30000001192092896,0.30000001192092896,OTHER,LOCATION,place,place,OTHER,OTHER,,Thing,LOCATION,LOCATION,LOCATION
8vdw-1aK6-o,legs,OTHER,none,none,legs,884,0.0,0.0,COMMON,0.012025990523397924,0.0,0.0,OTHER,,leg,leg,OTHER,OTHER,,Thing,OTHER,OTHER,OTHER
8vdw-1aK6-o,Islander,LOCATION,none,none,Islander,327,0.0,0.0,PROPER,0.011204607784748077,0.0,0.0,OTHER,PERSON,Islander,islander,OTHER,OTHER,,OTHER,LOCATION,PERSON,PERSON
8vdw-1aK6-o,bit,OTHER,none,none,bit,1211,0.5,-0.5,COMMON,0.011127407662570477,0.5,-0.5,OTHER,EVENT,bit,bit,ORGANIZATION,OTHER,http://dbpedia.org/ontology/Organisation,OTHER,OTHER,OTHER,OTHER
8vdw-1aK6-o,concern,OTHER,none,none,concern,1286,0.10000000149011612,-0.10000000149011612,COMMON,0.010857182554900644,0.10000000149011612,-0.10000000149011612,OTHER,ORGANIZATION,concern,concern,OTHER,OTHER,,"Thing, MusicRecording",OTHER,OTHER,OTHER
8vdw-1aK6-o,comet,OTHER,none,none,comet,1175,0.0,0.0,COMMON,0.01029024925082922,0.0,0.0,OTHER,,comet,comet,ORGANIZATION,ORGANIZATION,http://dbpedia.org/ontology/Organisation,"Corporation, Organization, Thing",OTHER,OTHER,OTHER
8vdw-1aK6-o,instrument scientists,PERSON,none,none,instrument scientists,1302,0.10000000149011612,-0.10000000149011612,COMMON,0.01027819886803627,0.10000000149011612,-0.10000000149011612,OTHER,,instrument scientist,instrument scientist,OTHER,OTHER,,OTHER,PERSON,PERSON,PERSON
8vdw-1aK6-o,data,OTHER,none,none,data,1252,0.10000000149011612,0.10000000149011612,COMMON,0.01027819886803627,0.10000000149011612,0.10000000149011612,OTHER,ORGANIZATION,datum,datum,OTHER,OTHER,,"MusicGroup, Thing",OTHER,OTHER,OTHER
8vdw-1aK6-o,feli,OTHER,none,none,feli,1542,0.10000000149011612,0.10000000149011612,COMMON,0.00945831649005413,0.10000000149011612,0.10000000149011612,OTHER,,feli,feli,OTHER,OTHER,,OTHER,OTHER,OTHER,OTHER
8vdw-1aK6-o,worry,OTHER,none,none,worry,1220,0.4000000059604645,-0.4000000059604645,COMMON,0.009028679691255093,0.4000000059604645,-0.4000000059604645,OTHER,,worry,worry,OTHER,OTHER,,OTHER,OTHER,OTHER,OTHER
8vdw-1aK6-o,batteries,CONSUMER_GOOD,none,none,batteries,1484,0.0,0.0,COMMON,0.007180267013609409,0.0,0.0,OTHER,ORGANIZATION,battery,battery,OTHER,OTHER,,"Thing, MusicRecording",OTHER,OTHER,OTHER
8vdw-1aK6-o,One-Shot,WORK_OF_ART,none,none,One-Shot,916,0.10000000149011612,0.10000000149011612,PROPER,0.007110530976206064,0.10000000149011612,0.10000000149011612,OTHER,,One-Shot,one-shot,OTHER,OTHER,,OTHER,WORK_OF_ART,WORK_OF_ART,EVENT
8vdw-1aK6-o,solar panels,OTHER,none,none,solar panels,1454,0.0,0.0,COMMON,0.006306907627731562,0.0,0.0,OTHER,,solar panel,solar panel,OTHER,OTHER,,"Thing, MusicRecording",OTHER,OTHER,OTHER
8vdw-1aK6-o,sunlight,OTHER,none,none,sunlight,1419,0.0,0.0,COMMON,0.006235925015062094,0.0,0.0,OTHER,,sunlight,sunlight,OTHER,OTHER,http://dbpedia.org/ontology/AnatomicalStructure,OTHER,OTHER,OTHER,OTHER
8vdw-1aK6-o,feel,OTHER,none,none,feel,1001,0.20000000298023224,0.20000000298023224,COMMON,0.006071619689464569,0.20000000298023224,0.20000000298023224,OTHER,,feel,feel,OTHER,ORGANIZATION,,"Corporation, Thing, Organization",OTHER,OTHER,OTHER
8vdw-1aK6-o,drill,EVENT,none,none,drill,1060,0.0,0.0,COMMON,0.006071619689464569,0.0,0.0,OTHER,,drill,drill,OTHER,OTHER,http://dbpedia.org/ontology/Software,Thing,EVENT,EVENT,EVENT
8vdw-1aK6-o,Lambda,CONSUMER_GOOD,none,none,Lambda,1161,0.0,0.0,PROPER,0.005343339405953884,0.0,0.0,OTHER,,Lambda,lambda,OTHER,OTHER,http://dbpedia.org/ontology/RadioStation,OTHER,OTHER,OTHER,OTHER
8vdw-1aK6-o,chances,OTHER,none,none,chances,984,0.20000000298023224,0.20000000298023224,COMMON,0.003872568253427744,0.20000000298023224,0.20000000298023224,OTHER,,chance,chance,OTHER,OTHER,,"Thing, TVSeries",OTHER,OTHER,OTHER
